SPY 30d IV discount (vol pts),hold,variant,CAGR,Ann. vol,Sharpe,Sortino,Max drawdown,Calmar,CVaR 95%,Worst period,Beta to SPY,Hit rate
1.0,1 month,18 long 30d calls + short 30d SPY calls,0.01816096391646549,0.17195188392912952,0.034683813621987775,0.057248898230729595,-0.2180687028157382,0.08328092790009844,-0.09720061325452117,-0.15450494104755202,0.11911953015825592,0.3939393939393939
1.0,1 month,G3 long ATM calls + short 30d SPY calls,0.11994267263078129,0.1974992219968311,0.5368812210340257,1.044093544252872,-0.2121440569672962,0.5653831379743598,-0.09470487333429928,-0.17684121948633513,0.3601352099785,0.5656565656565656
2.0,3 weeks,18 long ATM calls + short 30d SPY calls,0.13171851892101816,0.15984910514125247,0.6876259257049877,1.3909549256191227,-0.12028921617819388,1.0950151901055964,-0.05941084949093894,-0.10976054503530787,0.20030853817770589,0.5251798561151079
2.0,3 weeks,18 long 30d calls + short 30d SPY calls,0.02713964134582958,0.15529878183135043,0.07708535907892407,0.13182048116782197,-0.21861529758124942,0.12414337718403719,-0.06749422195149586,-0.10273278354474583,-0.02026952235981349,0.460431654676259
2.0,3 weeks,G3 long ATM calls + short 30d SPY calls,0.1969588378914775,0.2467063934201093,0.7338417489101526,1.9088700348225005,-0.21757543432800797,0.9052439145981448,-0.06945132804154977,-0.11854808555574925,0.3587131318989613,0.5323741007194245
2.0,1 month,18 long ATM calls + short 30d SPY calls,0.059789484828152606,0.1467627562314547,0.2894505356863619,0.46971359867368917,-0.1738166013672191,0.3439802893271194,-0.07882549869369188,-0.14597707671468696,0.18827573450177226,0.48484848484848486
2.0,1 month,18 long 30d calls + short 30d SPY calls,-0.02053232006908412,0.1727714725504195,-0.18837435976901737,-0.28860201824190873,-0.2751472466504359,-0.0746230257399946,-0.10337450954357999,-0.1613599485235578,0.08901752107152379,0.37373737373737376
2.0,1 month,G3 long ATM calls + short 30d SPY calls,0.07951982291171111,0.19626084129399096,0.3509853824054769,0.634840645171416,-0.2484340369379442,0.3200842521090385,-0.10073643634215043,-0.18329299122845813,0.3249973493248318,0.5353535353535354
3.0,3 weeks,18 long ATM calls + short 30d SPY calls,0.08575938911284564,0.15973626744116196,0.4271402830189429,0.8011358423181448,-0.13379938535661262,0.6409550304306181,-0.06338440371218809,-0.1135725708982245,0.17597389601779553,0.48201438848920863
3.0,3 weeks,18 long 30d calls + short 30d SPY calls,-0.014924958037755065,0.15601635172275377,-0.19046293367682499,-0.30363590833861576,-0.28439129834578536,-0.052480361124158326,-0.07167284148017132,-0.10654480940766248,-0.044604164519724016,0.43884892086330934
3.0,3 weeks,G3 long ATM calls + short 30d SPY calls,0.15066922202660726,0.24560510033636848,0.5746181859053116,1.394674028429966,-0.2263366411299529,0.665686392068085,-0.07326609600161825,-0.12409285044726438,0.33012539625225373,0.4892086330935252
3.0,1 month,18 long ATM calls + short 30d SPY calls,0.01938348012540536,0.14741409314009368,0.024681306820489093,0.03701766089604534,-0.2111110671543328,0.09181650392224612,-0.08497229366112476,-0.1528020357348091,0.15833591312819784,0.46464646464646464
3.0,1 month,18 long 30d calls + short 30d SPY calls,-0.058236161379479845,0.17386610863459648,-0.41059124194016366,-0.5865141113792498,-0.4012445647081596,-0.14513881682568638,-0.10952130451101287,-0.16818490754367998,0.05907769969794948,0.36363636363636365
3.0,1 month,G3 long ATM calls + short 30d SPY calls,0.0401576155176524,0.19537736499917152,0.16139432526103242,0.27218599515282416,-0.2846428083432825,0.14108073114997466,-0.10674391181847416,-0.1897164820709261,0.2900508511264268,0.45454545454545453
4.0,3 weeks,18 long ATM calls + short 30d SPY calls,0.0406200291864256,0.15971068638901684,0.1606374989640038,0.27968067151022474,-0.19740058887252987,0.20577460998688163,-0.0673433670344188,-0.11737053069941251,0.15134323577954434,0.4748201438848921
4.0,3 weeks,18 long 30d calls + short 30d SPY calls,-0.05621838108609101,0.15678120674093635,-0.46108588406245066,-0.6865312220579523,-0.4458165796414846,-0.12610204208040116,-0.07583610758939736,-0.11034276920885046,-0.06923482475797503,0.39568345323741005
4.0,3 weeks,G3 long ATM calls + short 30d SPY calls,0.10513853526494299,0.24452087620861074,0.41051955606844664,0.9300905382242336,-0.23501617651201911,0.4473672273345236,-0.07744467391275571,-0.1296171556126287,0.30124749183936717,0.4676258992805755
4.0,1 month,18 long ATM calls + short 30d SPY calls,-0.020540270769450975,0.14823910319326172,-0.24371155086181726,-0.3393896292430542,-0.24678621458390093,-0.08323102975619334,-0.09109213228503843,-0.1595971067521059,0.12842626852026987,0.43434343434343436
4.0,1 month,18 long 30d calls + short 30d SPY calls,-0.09548331842778046,0.17515326240089596,-0.634609108343182,-0.8483250515997579,-0.554823294727586,-0.17209680872296837,-0.11564114313492654,-0.1749799785609767,0.029168055090021478,0.3333333333333333
4.0,1 month,G3 long ATM calls + short 30d SPY calls,0.0013157071768128414,0.19474993863028647,-0.033726731207532626,-0.053146882597492194,-0.32977015760065786,0.003989770288450796,-0.11272743760685662,-0.1961118430283819,0.25518831345274473,0.43434343434343436
